"Accept_Date"	"Business_Name"	"Start_Date"	"License_Type"	"Activity_Code_1"	"Activity_Code_2"	"Activity_Code_3"	"NAICS_Code"	"Owner_Type"	"Street_Number"	"Street_Direction"	"Street_Name"	"Street_Suffix"	"Suite.Apt_No."	"City"	"State"	"Zip_Code"	"Phone"	"N_U_Q"	"start_to_approved"	"lon"	"lat"
"12777"	"2014-09-03"	"FISBA LLC"	"2014-04-22"	"SVL"	99	98	NA	541710	"LLC"	1985	"E"	"RIVER"	"RD"	"201"	"TUCSON"	"AZ"	"85718"	NA	"N"	134	-110.9420294	32.2874672
"12778"	"2014-09-03"	"ARCP RL PORTFOLIO I LLC"	"2014-07-28"	"PLL"	13	99	NA	531120	"LLC"	2325	"E"	"CAMELBACK"	"RD"	"1100"	"PHOENIX"	"AZ"	"85016"	NA	"N"	37	-112.0321806	33.5087521
"12779"	"2014-09-03"	"DELICIOUS RASPADOS & MORE"	"2014-08-27"	"PLL"	11	99	NA	722330	"SOL"	2009	"S"	"MARTIN"	"AVE"	NA	"TUCSON"	"AZ"	"85713"	NA	"N"	7	-110.944568	32.1980239
"12780"	"2014-09-03"	"BARRA BRUNO & LYDIA"	"2013-01-01"	"PLL"	13	99	NA	531130	"PRT"	7130	"S"	"NOGALES"	"HWY"	NA	"TUCSON"	"AZ"	"85756"	NA	"N"	610	-110.961536	32.1228
"12781"	"2014-09-03"	"FCI CONSTRUCTORS INC"	"2014-08-27"	"PLL"	15	17	NA	236220	"CRP"	0	NA	"PO BOX 2176"	NA	NA	"LITCHFIELD PARK"	"AZ"	"85340"	NA	"N"	7	-112.3745526	33.4940841
"12782"	"2014-09-03"	"NANA TREASURES"	"2014-08-28"	"PLL"	NA	NA	NA	NA	"SOL"	2156	"W"	"PAINTED SUNSET"	NA	NA	"TUCSON"	"AZ"	"85745"	NA	"N"	6	-111.013119	32.256236
"12783"	"2014-09-03"	"LET THERE BE LITE ELECTRIC LLC"	"2014-08-27"	"PLL"	15	99	17	999999	"LLC"	1106	"W"	"FRANKLIN"	"RD"	NA	"TUCSON"	"AZ"	"85745"	NA	"N"	7	-110.990537	32.2235
"12784"	"2014-09-03"	"CASA SHIRTS"	"2014-09-01"	"PLL"	17	99	NA	999999	"SOL"	5536	"S"	"CASSIA"	"WAY"	NA	"TUCSON"	"AZ"	"85706"	NA	"N"	2	-110.936043	32.151603
"12785"	"2014-09-03"	"DESERT BLOOM ACUPUNCTURE"	"2014-01-01"	"SVL"	99	98	NA	621399	"SOL"	3740	"W"	"IRONWOOD HILLS"	"DR"	"5"	"TUCSON"	"AZ"	"85745"	5206474833	"N"	245	-111.04422	32.251071
"12786"	"2014-09-03"	"CONTIGO DISABILITY ADVOCACY LLC"	"2014-07-11"	"SVL"	NA	NA	NA	NA	"LLC"	0	NA	"PO BOX 35712"	NA	NA	"TUCSON"	"AZ"	"857405712"	NA	"N"	54	-110.9678577	32.2220434
"12787"	"2014-09-03"	"DONATELLOS"	"2014-09-01"	"PLL"	17	NA	NA	722330	"SOL"	8401	"S"	"KOLB"	"RD"	"55"	"TUCSON"	"AZ"	"85756"	NA	"N"	2	-110.8410672	32.0989538
"12788"	"2014-09-03"	"TUCSON MONSOONS"	"2014-09-01"	"SVL"	NA	NA	NA	NA	"SOL"	7455	"N"	"PASEO RONCEVAL"	NA	NA	"TUCSON"	"AZ"	"85704"	NA	"N"	2	-111.006978	32.342518
"12789"	"2014-09-03"	"GET ORGANIZED ACCOUNTING, LLC"	"2011-01-02"	"SVL"	99	98	NA	541211	"LLC"	2807	"E"	"21ST"	"ST"	NA	"TUCSON"	"AZ"	"85716"	5202505991	"N"	1340	-110.930711	32.208108
"12790"	"2014-09-03"	"TRICORD ENGINEERING LLC"	"2014-08-24"	"SVL"	99	98	NA	541330	"LLC"	7556	"S"	"DAYSTAR"	"CT"	NA	"TUCSON"	"AZ"	"85747"	NA	"N"	10	-110.801232	32.114437
"12791"	"2014-09-03"	"A & B REMEDIES CONSTRUCTION"	"2014-08-20"	"PLL"	15	17	NA	236220	"LLC"	5255	"W"	"IRVINGTON"	"RD"	NA	"TUCSON"	"AZ"	"85757"	NA	"N"	14	-111.077126	32.162241
"12792"	"2014-09-03"	"BOWLERSOURCE"	"2014-08-01"	"PLL"	NA	NA	NA	NA	"TRT"	21107	"W"	"TREASURE"	"RD"	NA	"RED ROCK"	"AZ"	"85145"	NA	"N"	33	-111.342399	32.563629
"12793"	"2014-09-03"	"LAURIE ANN LOUX"	"2014-09-02"	"SVL"	99	98	NA	541930	"SOL"	3471	"E"	"BUNELL"	"ST"	NA	"TUCSON"	"AZ"	"85716"	NA	"N"	1	-110.918668	32.230495
"12794"	"2014-09-03"	"RACHEL'S QUILTING LOFT"	"2014-09-01"	"PLL"	NA	NA	NA	NA	"LLC"	1821	"S"	"KITT"	"PL"	NA	"TUCSON"	"AZ"	"857132407"	NA	"N"	2	-110.912578	32.200372
"12795"	"2014-09-03"	"MCROYAL HOME SERVICES INC"	"2014-07-01"	"PLL"	15	NA	NA	238130	"CRP"	12411	"E"	"AVENIDA DE LA VISTA"	NA	NA	"TUCSON"	"AZ"	"857498878"	NA	"N"	64	-110.72634	32.254374
"12796"	"2014-09-03"	"STERN PRODUCE CO INC"	"2014-08-01"	"PLL"	17	99	NA	424490	"CRP"	3200	"S"	"7TH"	"ST"	NA	"PHOENIX"	"AZ"	"85040"	NA	"N"	33	-112.0652801	33.4172215
"12797"	"2014-09-03"	"RIVERA'S LANDSCAPING"	"2014-08-29"	"PLL"	15	99	NA	561730	"SOL"	902	"W"	"CALLE DE CASAS LINDA"	NA	NA	"TUCSON"	"AZ"	"85756"	NA	"N"	5	-110.983964	32.133126
"12798"	"2014-09-03"	"KING KETTLE CORN"	"2014-09-01"	"PLL"	11	99	NA	722330	"PRT"	8110	"E"	"HELEN"	"ST"	NA	"TUCSON"	"AZ"	"85715"	NA	"N"	2	-110.819061	32.236896
"12799"	"2014-09-03"	"THE BEAST"	"2014-09-01"	"PLL"	17	NA	NA	722330	"PRT"	6395	"W"	"BLUE STAR"	"DR"	NA	"TUCSON"	"AZ"	"85757"	NA	"N"	2	-111.10152	32.1530739
"12800"	"2014-09-03"	"DISTINCT INSTINCT APPAREL LLC"	"2014-09-01"	"PLL"	17	99	NA	454390	"LLC"	7253	"E"	"PRINCETON"	"DR"	NA	"TUCSON"	"AZ"	"85710"	NA	"N"	2	-110.836796	32.211122
"12801"	"2014-09-03"	"WILDCAT CLEANING SERVICES LLC"	"2014-08-28"	"SVL"	NA	NA	NA	NA	"LLC"	3296	"S"	"PRISM SKY"	"DR"	NA	"TUCSON"	"AZ"	"85713"	NA	"N"	6	-111.082635	32.183496
"12802"	"2014-09-03"	"G2 MOBILE, LLC"	"2014-07-23"	"PLL"	NA	NA	NA	NA	"LLC"	11177	"N"	"ORACLE"	"RD"	"1205"	"ORO VALLEY"	"AZ"	"85737"	5203458540	"N"	42	-110.9433312	32.4085685
"12803"	"2014-09-03"	"SHANNON MCGOVERN, PHD"	"2014-09-08"	"SVL"	NA	NA	NA	NA	"COT"	1200	"E"	"EL DORADO"	"PL"	"H800B"	"TUCSON"	"AZ"	"85715"	5204196893	"N"	-5	-110.8374104	32.2514545
"12804"	"2014-09-10"	"MISTER BINGS PRESENTS"	"2014-09-03"	"SVL"	99	98	NA	711130	"SOL"	3121	"N"	"SWAN"	"RD"	"#123"	"TUCSON"	"AZ"	"85712"	NA	"N"	7	-110.8931662	32.2639221
"12805"	"2014-09-10"	"LUONG DESIGNS LLC"	"2014-04-01"	"PLL"	17	99	NA	454390	"LLC"	0	NA	"PO BOX 3192"	NA	NA	"TUCSON"	"AZ"	"85734392"	NA	"N"	162	-110.9678577	32.2220434
"12806"	"2014-09-10"	"SPELMAN JEWELRY"	"2014-09-01"	"PLL"	17	99	NA	454390	"SOL"	9765	"E"	"COLETTE"	"ST"	NA	"TUCSON"	"AZ"	"85748"	NA	"N"	9	-110.783402	32.230132
"12807"	"2014-09-10"	"AMERIT FLEET SOLUTIONS INC"	"2014-07-01"	"PLL"	17	NA	NA	811118	"CRP"	1331	"N"	"CALIFORNIA"	"BLVD"	"150"	"WALNUT CREEK"	"CA"	"94596"	NA	"N"	71	-122.0642954	37.8977774
"12808"	"2014-09-10"	"CARING CONNECTIONS FOR SENIORS LLC"	"2014-08-27"	"SVL"	NA	NA	NA	NA	"LLC"	9111	"E"	"BROADWAY"	"BLVD"	NA	"TUCSON"	"AZ"	"85710"	NA	"N"	14	-110.797704	32.221481
"12809"	"2014-09-10"	"COOL TOUCH LLC"	"2014-01-01"	"PLL"	15	NA	NA	238220	"LLC"	8759	"N"	"77TH"	"DR"	"102"	"PEORIA"	"AZ"	"85345"	NA	"N"	252	-112.225059	33.563311
"12810"	"2014-09-10"	"DAVE'S POOLS"	"2014-08-29"	"SVL"	NA	NA	NA	NA	"CRP"	0	NA	"PO BOX 1094"	NA	NA	"VAIL"	"AZ"	"85641"	NA	"N"	12	-110.7132447	31.9631893
"12811"	"2014-09-10"	"13TH STREET"	"2014-08-18"	"PLL"	13	99	NA	531120	"LLC"	746	"N"	"COUNTRY CLUB"	"RD"	NA	"TUCSON"	"AZ"	"85716"	NA	"N"	23	-110.9263363	32.2310373
"12812"	"2014-09-10"	"INTEL LOCK TUCSON LOCKSMITH"	"2013-08-01"	"PLL"	15	17	NA	999999	"LLC"	5730	"W"	"CITA DEL RISCO"	NA	NA	"TUCSON"	"AZ"	"85745"	NA	"N"	405	-111.1175767	32.2625656
"12813"	"2014-09-10"	"TAG TEAM CLEANING SERVICE LLC"	"2014-09-03"	"SVL"	99	98	NA	561720	"LLC"	10210	"E"	"SPEEDWAY"	"BLVD"	"APT 11"	"TUCSON"	"AZ"	"85748"	NA	"N"	7	-110.7743923	32.2352603
"12814"	"2014-09-10"	"FLYING WOLF TUI NA AND HEALING"	"2014-09-02"	"SVL"	99	98	NA	812990	"LLC"	2500	"N"	"DESERT LINKS"	"DR"	"5203"	"TUCSON"	"AZ"	"85715"	NA	"N"	8	-110.8251046	32.2533107
"12815"	"2014-09-10"	"NURSE ONES WELLNESS"	"2015-01-05"	"SVL"	NA	NA	NA	NA	"LLC"	15155	"N"	"RUGGED LARK"	"DR"	NA	"TUCSON"	"AZ"	"85739"	NA	"N"	-117	-110.907762	32.48082
"12816"	"2014-09-10"	"LA TIRES AND WHEELS"	"2014-09-01"	"PLL"	17	98	NA	811198	"SOL"	1266	"E"	"BENSON"	"HWY"	NA	"TUCSON"	"AZ"	"85713"	NA	"N"	9	-110.9534582	32.1782223
"12817"	"2014-09-10"	"CHRISTOPHER J DOWNS & ASSOC"	"2014-09-04"	"PLL"	NA	NA	NA	NA	"SOL"	1421	"E"	"9TH"	"ST"	NA	"TUCSON"	"AZ"	"85719"	NA	"N"	6	-110.9502853	32.2238594
"12818"	"2014-09-10"	"NATURAL GEM & MINERALS"	"2014-09-01"	"PLL"	17	99	NA	454390	"SOL"	2000	"E"	"ROGER"	"RD"	" UNIT A1"	"TUCSON"	"AZ"	"85719"	NA	"N"	9	-110.941201	32.27832
"12819"	"2014-09-10"	"BEHAN CONTRACTING LLC"	"2014-08-01"	"PLL"	15	99	NA	237310	"LLC"	10930	"E"	"DESERT SENNA"	"DR"	NA	"TUCSON"	"AZ"	"857487008"	NA	"N"	40	-110.759546	32.209428
"12820"	"2014-09-10"	"BOLEJACK ANNA BELLE"	"2014-10-01"	"PLL"	NA	NA	NA	NA	"SOL"	6842	"E"	"CAMINO DEL DORADO"	NA	NA	"TUCSON"	"AZ"	"85715"	NA	"N"	-21	-110.84632	32.235953
"12821"	"2014-09-10"	"BUNDIT OUTFIFTER"	"2014-09-04"	"PLL"	12	NA	NA	999999	"SOL"	16721	"E"	"OLD SPANISH"	"TR"	NA	"VAIL"	"AZ"	"85641"	NA	"N"	6	-110.6335742	32.0620968
"12822"	"2014-09-10"	"WILLOW BLOOM HEALING PLLC"	"2014-09-08"	"PLL"	17	99	NA	621399	"LLC"	3335	"E"	"BLACKLIDGE"	"DR"	NA	"TUCSON"	"AR"	"85716"	NA	"N"	2	-110.92095	32.261614
"12823"	"2014-09-10"	"FIVE DIRECTIONS HEALTH AND MARTIAL ARTS"	"2014-09-08"	"PLL"	17	99	NA	621399	"LLC"	518	"S"	"ROSEMONT"	"AV"	NA	"TUCSON"	"AZ"	"85711"	NA	"N"	2	-110.883431	32.213813
"12824"	"2014-09-10"	"CREST ROOFING LLC"	"2014-10-01"	"PLL"	NA	NA	NA	NA	"LLC"	2050	"E"	"12TH"	"AVE"	NA	"TUCSON"	"AZ"	"85719"	NA	"N"	-21	-110.941085	32.2199086
"12825"	"2014-09-10"	"PASTAS AND SAUCES TUCSON ARIZONA LLC"	"2014-10-01"	"PLL"	NA	NA	NA	NA	"LLC"	2834	"E"	"GLENN"	"ST"	NA	"TUCSON"	"AZ"	"85716"	NA	"N"	-21	-110.929952	32.257347
"12826"	"2014-09-10"	"THE W ROGERS COMPANY LLC"	"2014-07-01"	"SVL"	99	NA	NA	541330	"LLC"	13195	"N"	"BOOMING"	"DR"	NA	"ORO VALLEY"	"AZ"	"85755"	NA	"N"	71	-110.982803	32.445589
"12827"	"2014-09-10"	"DREAM CATCHER TRANSPORTATION LLC"	"2014-09-04"	"SVL"	99	98	NA	485999	"LLC"	6850	"E"	"GOLF LINKS"	"RD"	"139"	"TUCSON"	"AZ"	"85730"	NA	"N"	6	-110.8466416	32.1911743
"12828"	"2014-09-10"	"ARIZONA FIRE AND EMS ACADEMY"	"2014-08-15"	"SVL"	99	98	NA	611519	"LLC"	8533	"E"	"DESERT STEPPES"	NA	NA	"TUCSON"	"AZ"	"85710"	NA	"N"	26	-110.810623	32.215192
"12829"	"2014-09-10"	"SIMPLY NURSES PLLC"	"2014-10-01"	"SVL"	NA	NA	NA	NA	"LLC"	4601	"E"	"SKYLINE"	"DR"	"104"	"TUCSON"	"AZ"	"85718"	NA	"N"	-21	-110.8945776	32.32329
"12830"	"2014-09-10"	"TJM"	"2014-09-05"	"SVL"	99	98	NA	812990	"SOL"	2703	"E"	"FORT LOWELL"	"RD"	NA	"TUCSON"	"AZ"	"85716"	NA	"N"	5	-110.931147	32.265282
"12831"	"2014-09-10"	"PAYLOCITY CORPORATION"	"2014-09-01"	"PLL"	NA	NA	NA	NA	"CRP"	3850	"N"	"WILKE"	NA	NA	"ARLINGTON HEIGH"	"IL"	"60004"	2243871181	"N"	9	-88.0070616	42.1458761
"12832"	"2014-09-10"	"222 BUILDING LLC"	"2014-09-01"	"PLL"	13	99	NA	531120	"LLC"	2020	"W"	"RUDASILL"	"RD"	NA	"TUCSON"	"AZ"	"85704"	NA	"N"	9	-111.0105002	32.3162011
"12833"	"2014-09-10"	"HARTMANN COMMERCIAL R E"	"2014-08-01"	"SVL"	99	98	NA	531390	"LLC"	7459	"E"	"BROADWAY"	"BLVD"	NA	"TUCSON"	"AZ"	"85710"	NA	"N"	40	-110.83401	32.221657
"12834"	"2014-09-10"	"SHOESTRING VENTURES LLC"	"2014-08-27"	"SVL"	NA	NA	NA	NA	"LLC"	64280	"E"	"GREENBELT"	"LN"	NA	"TUCSON"	"AZ"	"857391201"	NA	"N"	14	-110.880177	32.5405469
"12835"	"2014-09-10"	"CITY WIDE PRODUCE LLC"	"2014-12-01"	"PLL"	NA	NA	NA	NA	"LLC"	0	NA	"PO BOX 30187"	NA	NA	"TUCSON"	"AZ"	"85751"	NA	"N"	-82	-110.9384972	32.0757381
"12836"	"2014-09-10"	"JULIET FORTINO PLLC"	"2014-09-01"	"SVL"	99	98	NA	621420	"LLC"	3801	"N"	"CAMPBELL"	"AVE"	"B"	"TUCSON"	"AZ"	"857191448"	NA	"N"	9	-110.9441893	32.276282
"12837"	"2014-09-10"	"JOE WILLIAMS POOL SERVICE"	"2014-09-05"	"PLL"	17	99	NA	561790	"SOL"	7374	"E"	"PLACITA DE LA INTRIG"	NA	NA	"TUCSON"	"AZ"	"85715"	NA	"N"	5	-110.835241	32.254789
"12838"	"2014-09-10"	"E R JANITORIAL SERVICES"	"2014-09-01"	"SVL"	99	98	NA	561720	"SOL"	3117	"S"	"NASTAR"	"DR"	NA	"TUCSON"	"AZ"	"85730"	NA	"N"	9	-110.854884	32.185809
"12839"	"2014-09-10"	"STILL A DOG'S WORLD"	"2014-10-01"	"SVL"	NA	NA	NA	NA	"SOL"	915	"E"	"FORT LOWELL"	"RD"	NA	"TUCSON"	"AZ"	"85719"	NA	"N"	-21	-110.9575991	32.2650436
"12840"	"2014-09-10"	"ACOSTA PARRA CLEANING SERVICES"	"2014-09-07"	"SVL"	99	98	NA	561720	"SOL"	3339	"E"	"GRANT"	"RD"	"37"	"TUCSON"	"AZ"	"85716"	NA	"N"	3	-110.921007	32.251257
"12841"	"2014-09-10"	"AQUA VALLEY POOL"	"2014-09-05"	"PLL"	15	NA	NA	561790	"SOL"	4450	"E"	"GOLDER RANCH"	"DR"	NA	"TUCSON"	"AZ"	"85739"	NA	"N"	5	-110.898393	32.4767
"12842"	"2014-09-10"	"AM VALUATION SERVICES PLLC"	"2014-03-01"	"SVL"	99	98	NA	531320	"LLC"	4582	"N"	"1ST"	"AVE"	"SUITE"	"TUCSON"	"AZ"	"85718"	NA	"N"	193	-110.9573486	32.2891865
"12843"	"2014-09-10"	"TUCSON PROPERTIES III LLC"	"2014-08-07"	"PLL"	13	99	NA	531120	"LLC"	1	NA	"TOWN CENTER"	"RD"	NA	"BOCA RATON"	"FL"	"33486"	5613006238	"N"	34	-80.1274902	26.3621475
"12844"	"2014-09-10"	"COURY REVOC TRUST"	"2014-08-01"	"PLL"	13	99	NA	531120	"TRT"	7438	"E"	"VALLEY LIGHTS"	"PL"	NA	"TUCSON"	"AZ"	"85750"	NA	"N"	40	-110.833954	32.298508
"12845"	"2014-09-10"	"RUSSELL'S AWESOME DRAGONS"	"2014-07-29"	"PLL"	NA	NA	NA	NA	"LLC"	2322	"N"	"N CALLE RICARDO"	"ST"	NA	"TUCSON"	"AZ"	"85716"	8482286344	"N"	43	-110.916918	32.2494299
"12846"	"2014-09-10"	"CROSSROADS COFFEE COMPANY"	"2014-10-29"	"PLL"	NA	NA	NA	NA	"LLC"	2952	"S"	"MARVIN"	NA	NA	"TUCSON"	"AZ"	"85730"	5202506242	"N"	-49	-110.839937	32.187713
"12847"	"2014-09-10"	"TITAN SPECIALIZED SERVICES INC"	"2014-08-01"	"PLL"	NA	NA	NA	NA	"CRP"	0	NA	"PO BOX 165"	NA	NA	"EDEN"	"UT"	"84310"	NA	"N"	40	-111.858739	41.329132
"12848"	"2014-09-10"	"SHERYL'S SWEETS & TREATS"	"2014-08-01"	"PLL"	NA	NA	NA	NA	"LLC"	120	"S"	"HOUGHTON"	"RD"	"138243"	"TUCSON"	"AZ"	"85748"	5205485469	"N"	40	-110.7739841	32.2192031
"12849"	"2014-09-10"	"LUNDLEE SOLUTIONS LLC"	"2014-09-04"	"PLL"	NA	NA	NA	NA	"LLP"	6944	"E"	"42ND"	"ST"	NA	"TUCSON"	"AZ"	"85730"	3609131543	"N"	6	-110.844327	32.186056
"12850"	"2014-09-10"	"TK STUDIO"	"2014-09-08"	"PLL"	NA	NA	NA	NA	"SOL"	3735	"W"	"SUNBRIGHT"	"DR"	NA	"TUCSON"	"AZ"	"85742"	NA	"N"	2	-111.045588	32.363557
"12851"	"2014-09-10"	"BAKEHOUSE BREAD COMPANY"	"2011-01-01"	"PLL"	17	99	NA	424490	"LLC"	2550	"N"	"DRAGOON"	"ST"	"120"	"TUCSON"	"AZ"	"85745"	NA	"N"	1348	-111.0000683	32.2531065
"12852"	"2014-09-10"	"SILVA PALLETS LLC"	"2014-07-01"	"PLL"	17	99	NA	321920	"LLC"	4530	"S"	"COUNTRY CLUB"	"RD"	NA	"TUCSON"	"AZ"	"85714"	NA	"N"	71	-110.927216	32.169844
"12853"	"2014-09-10"	"MCKESSON SPECIALTY HEALTH TECHNOLOGY PRO"	"2014-10-01"	"PLL"	NA	NA	NA	NA	"LLC"	0	NA	"PO BOX 819066"	NA	NA	"DALLAS"	"TX"	"758319066"	NA	"N"	-21	-96.7848452	32.8452354
"12854"	"2014-09-10"	"STUDIO 110 LLC"	"2014-10-01"	"PLL"	NA	NA	NA	NA	"LLC"	1600	"N"	"TUCSON"	"BLVD"	"110"	"TUCSON"	"AZ"	"85716"	NA	"N"	-21	-110.9348373	32.2419373
"12855"	"2014-09-10"	"TERRAZA 12 LLC"	"2014-08-07"	"PLL"	13	99	NA	531120	"LLC"	600	NA	"LA TERRAZA"	"BLVD"	NA	"ESCONDIDO"	"CA"	"92025"	NA	"N"	34	-117.0957259	33.1117577
"12856"	"2014-09-10"	"TOYS R US #5870"	"2014-09-12"	"PLL"	NA	NA	NA	NA	"CRP"	1	NA	"GEOFFREY"	"WAY"	NA	"WAYNE"	"NJ"	"07470"	NA	"N"	-2	-74.254132	40.9794234
"12857"	"2014-09-10"	"BADGER DAYLIGHTING CORP"	"2014-10-06"	"PLL"	NA	NA	NA	NA	"CRP"	1300	"E"	"US HIGHWAY 136"	NA	"E"	"PITTSBORO"	"IN"	"461679514"	NA	"N"	-26	-86.4997653	39.8704633
"12858"	"2014-09-10"	"THE MEDIA ADVANTAGE LLC"	"1985-01-01"	"SVL"	99	98	NA	999999	"LLC"	1025	"N"	"COUNTRY CLUB"	"RD"	NA	"TUCSON"	"AZ"	"857164221"	5203225209	"N"	10844	-110.926958	32.234693
"12859"	"2014-09-10"	"SUSY CLEANING SERVICE"	"2014-09-08"	"SVL"	99	98	NA	561720	"SOL"	6855	"E"	"NELSON"	"DR"	NA	"TUCSON"	"AZ"	"85730"	NA	"N"	2	-110.846068	32.1880499
"12860"	"2014-09-10"	"LIFE CARE AT HOME"	"2014-09-01"	"SVL"	99	98	NA	621610	"LLC"	0	NA	"PO BOX 51266"	NA	NA	"LAFAYETTE"	"LA"	"705051266"	NA	"N"	9	-122.1834759	37.8919068
"12861"	"2014-09-10"	"DALTON HOOVER"	"2014-09-08"	"SVL"	99	17	NA	454390	"SOL"	2833	"N"	"MOUNTAIN"	"AVE"	NA	"TUCSON"	"AZ"	"85719"	NA	"N"	2	-110.95273	32.258428
"12862"	"2014-09-10"	"TUCSON HOME CARE SERVICES LLC"	"2014-10-01"	"SVL"	NA	NA	NA	NA	"LLC"	7384	"N"	"LA CHOLLA"	"BLVD"	NA	"TUCSON"	"AZ"	"857412305"	NA	"N"	-21	-111.010835	32.340983
"12863"	"2014-09-10"	"OLD PUEBLO HOUSING DEVELOPMENT INC"	"2014-08-01"	"PLL"	15	99	NA	236118	"CRP"	4501	"E"	"5TH"	"ST"	NA	"TUCSON"	"AZ"	"85711"	NA	"N"	40	-110.896597	32.229068
"12864"	"2014-09-10"	"US POLO ASSN"	"2014-10-16"	"PLL"	NA	NA	NA	NA	"LLC"	0	NA	"PO BOX 867"	NA	NA	"MONSEY"	"NY"	"10952"	8453568390	"N"	-36	-74.062016	41.1160743
"12865"	"2014-09-10"	"GARRDEN OF EDEN"	"2014-09-08"	"PLL"	NA	NA	NA	NA	"LLC"	107	"W"	"33RD"	NA	NA	"TUCSON"	"AZ"	"85713"	5207040931	"N"	2	-110.970266	32.195228
"12866"	"2014-09-10"	"MARCHETTI LAW, PLLC"	"2014-09-08"	"PLL"	NA	NA	NA	NA	"LLC"	290	"N"	"MEYER"	NA	NA	"TUCSON"	"AZ"	"85701"	5203342067	"N"	2	-110.9748078	32.2255055
"12867"	"2014-09-10"	"KR PAINTING"	"2014-09-08"	"SVL"	NA	NA	NA	NA	"SOL"	6782	"E"	"CALLE LA PAZ"	NA	"A"	"TUCSON"	"AZ"	"85715"	5209903021	"N"	2	-110.847692	32.243749
"12868"	"2014-09-10"	"SHOGUN MARTIAL ARTS EQUIPMENT"	"2014-09-09"	"PLL"	NA	NA	NA	NA	"CRP"	2578	"N"	"1ST"	"AVE"	NA	"TUCSON"	"AZ"	"85719"	5206233290	"N"	1	-110.9609548	32.2535951
"12869"	"2014-09-17"	"SAM POOL SERVICE"	"2014-09-10"	"SVL"	NA	NA	NA	NA	"SOL"	2730	"W"	"JADE"	"ST"	NA	"TUCSON"	"AZ"	"85705"	NA	"N"	7	-111.025715	32.300832
"12870"	"2014-09-17"	"LABORATORY CORPORATION OF AMERICA"	"2013-04-01"	"SVL"	99	NA	NA	621511	"CRP"	231	NA	"MAPLE"	"AVE"	NA	"BURLINGTON"	"NC"	"27215"	NA	"N"	534	-79.437997	36.091523
"12871"	"2014-09-17"	"MARK NIESEN MARITAL TRUST"	"2014-01-01"	"PLL"	13	98	NA	531120	"TRT"	7459	"E"	"BROADWAY"	"BLVD"	NA	"TUCSON"	"AZ"	"85710"	5203326000	"N"	259	-110.83401	32.221657
"12872"	"2014-09-17"	"RINCON VALLEY TOWING"	"2014-10-01"	"SVL"	NA	NA	NA	NA	"SOL"	12985	"S"	"TWIN STAR"	"DR"	NA	"VAIL"	"AZ"	"85641"	NA	"N"	-14	-110.5675019	32.0195479
"12873"	"2014-09-17"	"K C HANDYMAN SERVICES"	"2014-09-09"	"PLL"	15	17	NA	236118	"PRT"	3400	"W"	"SIMONE"	"ST"	NA	"TUCSON"	"AZ"	"85741"	NA	"N"	8	-111.039589	32.340699
"12874"	"2014-09-17"	"BALI AND BORDER TRADING CO"	"2014-09-10"	"PLL"	17	NA	NA	454390	"SOL"	5450	"N"	"KENNEBEC"	"LN"	NA	"TUCSON"	"AZ"	"85704"	NA	"N"	7	-110.99972	32.305888
"12875"	"2014-09-17"	"EVERYDAY STRUGGLE"	"2014-10-01"	"SVL"	NA	NA	NA	NA	"SOL"	426	"E"	"7TH"	"ST"	NA	"TUCSON"	"AZ"	"85705"	NA	"N"	-14	-110.9647243	32.226248
"12876"	"2014-09-17"	"COIL DIAMOND LLC"	"2014-10-01"	"PLL"	NA	NA	NA	NA	"LLC"	4830	"E"	"WATER"	"ST"	NA	"TUCSON"	"AZ"	"85712"	NA	"N"	-14	-110.889605	32.253635
"12877"	"2014-09-17"	"COOLCATS ICE CREAM"	"2014-10-23"	"PLL"	NA	NA	NA	NA	"SOL"	38997	"S"	"EASY GALLOP"	"DR"	NA	"TUCSON"	"AZ"	"85739"	NA	"N"	-36	-110.9188698	32.5225971
"12878"	"2014-09-17"	"CAMPBELL MERCADO SHOPPES, LLC"	"2012-10-17"	"PLL"	13	99	NA	531120	"LLC"	5275	"N"	"HACIENDA DEL SOL"	NA	NA	"TUCSON"	"AZ"	"85718"	5203609119	"N"	700	-110.9173821	32.3026122
"12879"	"2014-09-17"	"HIGHLAND CLOVER LLC"	"2014-08-13"	"PLL"	17	99	NA	454111	"LLC"	59	"N"	"AVENIDA NATACHEE"	NA	NA	"TUCSON"	"AZ"	"85710"	NA	"N"	35	-110.852477	32.22276
"12880"	"2014-09-17"	"ADAPTIVE PHOTOGRAPHY"	"2014-09-10"	"PLL"	17	99	NA	541922	"SOL"	17840	"W"	"HUSKER"	"LN"	NA	"MARANA"	"AZ"	"856538213"	NA	"N"	7	-111.347345	32.392306
"12881"	"2014-09-17"	"QUALITY OF LIFE SERVICES"	"2014-10-01"	"SVL"	NA	NA	NA	NA	"LLC"	3201	"E"	"FAIRMOUNT"	"ST"	NA	"TUCSON"	"AZ"	"85716"	NA	"N"	-14	-110.92443	32.239986
"12882"	"2014-09-17"	"ACE OF FADES BARBERSHOP LLC"	"2014-09-13"	"PLL"	13	99	NA	812111	"LLC"	702	"W"	"IRVINGTON"	"RD"	"180"	"TUCSON"	"AZ"	"85714"	NA	"N"	4	-110.9787674	32.1632264
